ts,phase47_main_current,phase47_bnb_full_back,phase47_bnb_gap_filter,phase47_bnb_trend_filter
2024-06-14,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-15,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-16,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-17,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-18,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-19,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-20,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-21,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-22,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-23,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-24,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-25,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-26,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-27,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-28,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-29,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-06-30,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-01,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-02,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-03,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-04,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-05,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-06,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-07,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-08,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-09,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-10,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-11,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-12,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-13,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-14,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-15,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-16,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-17,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-18,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-19,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-20,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-21,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-22,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-23,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-24,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-25,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-26,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-27,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-28,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-29,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-30,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-07-31,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-01,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-02,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-03,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-04,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-05,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-06,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-07,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-08,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-09,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-10,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-11,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-12,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-13,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-14,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-15,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-16,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-17,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-18,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-19,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-20,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-21,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-22,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-23,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-24,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-25,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-26,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-27,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-28,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-29,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-30,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-08-31,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-01,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-02,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-03,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-04,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-05,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-06,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-07,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-08,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-09,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-10,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-11,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-12,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-13,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-14,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-15,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-16,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-17,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-18,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-19,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-20,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-21,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-22,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-23,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-24,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-25,36.14966079754311,29.529769519497965,25.45890159329863,35.75854767930456
2024-09-26,36.56736399299879,29.870980994716078,25.753074880507878,36.1717316290559
2024-09-27,36.54380254712701,29.85173422861123,25.736481404425074,36.14842510094439
2024-09-28,36.873662789331895,30.121188954079035,25.968790069584298,36.47471649450546
2024-09-29,36.75585555997301,30.024955123554818,25.88582268917029,36.35818385394793
2024-09-30,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-01,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-02,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-03,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-04,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-05,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-06,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-07,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-08,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-09,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-10,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-11,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-12,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-13,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-14,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-15,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-16,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-17,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-18,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-19,36.70072177663305,29.979917690869488,25.846993955136536,36.303646578167005
2024-10-20,37.04382785427618,30.260192613787414,26.08863118420212,36.64304049683124
2024-10-21,37.488166698487824,30.623162095897236,26.401562997648988,37.08257191693212
2024-10-22,37.488166698487824,30.623162095897236,26.401562997648988,37.08257191693212
2024-10-23,37.431934448440096,30.57722735275339,26.361960653152515,37.02694805905672
2024-10-24,36.92096352795286,30.159827765032237,26.00210227288782,36.5215054734316
2024-10-25,36.86558208266093,30.11458802338469,25.963099119478493,36.46672321522146
2024-10-26,36.86558208266093,30.11458802338469,25.963099119478493,36.46672321522146
2024-10-27,36.86558208266093,30.11458802338469,25.963099119478493,36.46672321522146
2024-10-28,37.28176801144672,30.454560080747342,26.256203850524635,36.878406314028126
2024-10-29,37.931901067569356,30.98563779712838,26.71406910107497,37.5215054018855
2024-10-30,37.75255401760449,30.839133599506024,26.587761445750736,37.344098756959326
2024-10-31,37.69592518657809,30.792874899106767,26.547879803582113,37.28808260882389
2024-11-01,37.69592518657809,30.792874899106767,26.547879803582113,37.28808260882389
2024-11-02,37.69592518657809,30.792874899106767,26.547879803582113,37.28808260882389
2024-11-03,37.69592518657809,30.792874899106767,26.547879803582113,37.28808260882389
2024-11-04,37.69592518657809,30.792874899106767,26.547879803582113,37.28808260882389
2024-11-05,37.69592518657809,30.792874899106767,26.547879803582113,37.28808260882389
2024-11-06,37.08264148065798,30.29189851132514,26.11596622062383,36.68143418791879
2024-11-07,37.26793887718844,30.443263400825828,26.246464490308394,36.86472680097523
2024-11-08,37.16359424271893,30.35802683322046,26.172978329660147,36.76151109979191
2024-11-09,39.0562621570262,31.904100739679937,27.50591604238185,38.633701719612226
2024-11-10,41.29846009873009,33.73569713574096,29.08501514016414,40.85164070537185
2024-11-11,39.348156913947854,32.14254239323017,27.711486986288833,38.92243838691261
2024-11-12,40.314204328682074,32.93168278549486,28.391839319438542,39.87803386908627
2024-11-13,38.95384661259633,31.820439998320133,27.433788470234855,38.532394237113074
2024-11-14,40.607218246188,33.17103865382276,28.598198447758698,40.1678775884649
2024-11-15,40.408647531468546,33.00883111688826,28.458352259058167,39.97145526489799
2024-11-16,40.08259722817778,32.742488636889306,28.22872679638968,39.64893258947452
2024-11-17,40.35394258749916,32.96414399254593,28.419825541117895,39.91734218875659
2024-11-18,41.05665555870395,33.53817294939438,28.914720928447593,40.612452315139855
2024-11-19,41.93540990966575,34.25600578310998,29.533595906863432,41.481699181196184
2024-11-20,43.7280639821603,35.72038084005522,30.796097479922913,43.25495803645362
2024-11-21,43.983750778336436,35.92924510029119,30.976168463687067,43.507878486889894
2024-11-22,43.441314762791606,35.48614244967926,30.594150352431225,42.97131123572083
2024-11-23,43.54256118340379,35.56884816252387,30.66545455286274,43.07146224347429
2024-11-24,41.36764449834749,33.79221217156629,29.13373921620777,40.920076579949985
2024-11-25,40.90293125561052,33.41259934400654,28.806458449115553,40.46039119754265
2024-11-26,42.63660497387303,34.82879479903505,30.02742228707038,42.175307823235045
2024-11-27,42.53914350774779,34.749180922494716,29.958783693499132,42.0789008195054
2024-11-28,43.346846568546184,35.40897370337721,30.52761981222891,42.877865118839644
2024-11-29,42.87894880476026,35.02675951883288,30.198096301879403,42.41502966959205
2024-11-30,43.23162763551021,35.31485418851121,30.446475275513166,42.76389277111555
2024-12-01,46.11095418652392,37.66690528793908,32.4742810612375,45.61206709660491
2024-12-02,90.42754544995233,73.86803960087238,63.68485706760331,89.44918497587587
2024-12-03,95.74251561786082,78.20970811445389,67.42799875941405,94.70665102037479
2024-12-04,94.43029082201437,77.13778392694535,66.50384618899736,93.40862354534437
2024-12-05,99.7607674784499,81.49211930992918,70.25790854110637,98.68142830940802
2024-12-06,99.69465729386829,81.43811552481705,70.2113495237755,98.61603338908805
2024-12-07,99.89248890282384,81.59971930441672,70.35067518695809,98.81172460347952
2024-12-08,92.60415289319384,75.64605673064068,65.21776314423497,91.60224310480776
2024-12-09,90.51482158802008,73.93933333322927,63.746322502174166,89.53551684941237
2024-12-10,95.59308165346688,78.08763918131365,67.32275781080575,94.55883382312322
2024-12-11,96.83545417881199,79.10250276568485,68.19771594781623,95.78776477857026
2024-12-12,97.46387514092932,79.61584440605253,68.64029015406712,96.40938668153635
2024-12-13,96.55305142807089,78.87181489871533,67.99882988133112,95.50841742082608
2024-12-14,98.7683662925417,80.6814511696423,69.55899619792812,97.69976418475575
2024-12-15,99.44568384400996,81.23473523220612,70.03600650756336,98.36975365143019
2024-12-16,97.11985270871028,79.33482093560116,68.39800756954153,96.06908632258828
2024-12-17,91.40237225630095,74.66435166239134,64.37139240945154,90.41346486301246
2024-12-18,88.90108498164383,72.62111155741924,62.60982604403785,87.93923970302028
2024-12-19,90.07053201334914,73.57640409819643,63.43342538748686,89.0960341657915
2024-12-20,89.3274764255817,72.9694202493068,62.91011815112663,88.36101790070495
2024-12-21,87.39413480456155,71.39012099139902,61.5485354145294,86.44859363418648
2024-12-22,87.11428633178883,71.16151965132993,61.35144823384306,86.17177291897514
2024-12-23,90.58678537167852,73.99811877957373,63.797003998100294,89.60670203711153
2024-12-24,91.29009746850708,74.5726371474206,64.29232132798661,90.30240480701374
2024-12-25,87.94991130070164,71.84412115276392,61.93994874486031,86.99835703162375
2024-12-26,86.57952601524772,70.72468709060209,60.97483584040818,85.64279832131209
2024-12-27,87.49855464317193,71.47541899141889,61.62207453874022,86.55188372585638
2024-12-28,86.06460666162202,68.54699942472934,59.097356371772726,85.13345002173212
2024-12-29,85.9438503630007,69.59783436862443,60.00332698592738,85.01400021870326
2024-12-30,85.32876783684426,69.29590432840668,59.7430199362266,84.40557243949247
2024-12-31,85.9990458434238,69.8425358391277,60.21429479091363,85.0685985240496
2025-01-01,88.1797160823271,69.68565062215181,60.079037206265184,87.2256754921401
2025-01-02,88.99658436416436,70.53717227152408,60.635589915635435,88.03370585146713
2025-01-03,89.03857424162246,70.39212744828222,60.328998839185324,88.07524142889739
2025-01-04,89.16830592044427,69.98560726341388,59.98059402958433,88.2035695050209
2025-01-05,92.67833151670797,71.9718333122973,61.68287286872704,91.6756191694013
2025-01-06,87.89102316270584,68.03820566508578,58.31158936920834,86.94010602058212
2025-01-07,86.17407955507166,67.64109145321815,57.97124587206957,85.24173849785183
2025-01-08,83.90042559457565,66.6158288713877,57.0925529364916,82.99268382461513
2025-01-09,85.87084954622603,67.3670402228142,57.73637249971603,84.94178921783426
2025-01-10,85.80082783472477,67.70620291576095,58.027049120111016,84.87252509047973
2025-01-11,83.15229841497884,65.61622459215897,56.235850239935914,82.25265083864547
2025-01-12,83.76981528414701,66.10351269301906,56.65347653334117,82.8634866230417
2025-01-13,88.55391102861655,69.87868556043504,59.88895765590555,87.595821920434
2025-01-14,104.3437509735834,82.33858990285732,70.56761707222493,103.21482724617856
2025-01-15,106.70698031106642,84.2034353722777,72.16586767549843,105.55248815577308
2025-01-16,110.93705242058441,87.54142321951633,75.02666294140694,109.73679395222956
2025-01-17,132.39569779336023,104.47463277671496,89.53913211589622,130.9632723414222
2025-01-18,127.91524267428397,100.93906545058753,86.50900296870552,126.5312924980218
2025-01-19,129.08725281789972,101.86390916836416,87.30163273568004,127.69062234169107
2025-01-20,133.9899548943682,105.73267535631177,90.61732725042889,132.5402807365698
2025-01-21,130.91342195565957,103.30495561651544,88.5366698435101,129.49703365350894
2025-01-22,131.17053606755874,103.5078466686424,88.71055596532452,129.75136597714703
2025-01-23,132.38258774509757,104.46428752002798,89.53026579800976,130.95030413437584
2025-01-24,132.22649897871733,104.34111647429205,89.42470305762116,130.79590413527015
2025-01-25,129.541683832936,102.22250475877651,87.60896416238849,128.14013674264592
2025-01-26,127.14257614421885,103.81057686999439,85.9864490513946,125.76698565956275
2025-01-27,122.9588772924502,100.99287430246652,83.39458264419065,121.62855139583132
2025-01-28,124.40431488275759,102.01305062501864,84.23699038068024,123.05835039947728
2025-01-29,125.21802090872535,102.68029945878426,84.78796923335706,123.86325271625041
2025-01-30,122.47580888916542,100.43165226483815,82.93115512099165,121.15070944240426
2025-01-31,120.33081697155527,98.67273281507758,81.47873231957476,119.02892478204035
2025-02-01,116.8213432645684,95.7949217096073,79.10238787223537,115.55742103589498
2025-02-02,121.15928693379112,99.35208825607273,82.0397081692092,119.84843129999629
2025-02-03,116.89612282125036,95.85624185520436,79.15302281044332,115.6313915319952
2025-02-04,115.52022202377779,94.72798647403167,78.22136909448743,114.27037698350573
2025-02-05,115.45077532323273,94.67103933530002,78.1743451544312,114.20168164590578
2025-02-06,115.39391942428442,94.62441680694792,78.13584673243267,114.14544088655872
2025-02-07,115.31971380727639,94.56356729886105,78.0856004218285,114.0720381205213
2025-02-08,115.34124850212515,94.58122601044089,78.1001820533783,114.0933398255863
2025-02-09,116.49877721074536,95.53041362393863,78.8839710625079,115.23834491288639
2025-02-10,114.52272682757068,93.91002828628885,77.54594241554257,113.2836739620524
2025-02-11,117.02389614115816,95.96101753090795,79.23954103073275,115.7577824372282
2025-02-12,115.51509243794209,94.72378015128447,78.21789573527874,114.2653028960694
2025-02-13,116.58207020592388,95.59871489260334,78.94037064350509,115.32073673825163
2025-02-14,116.66478926142851,95.66654552375789,78.99638159689854,115.40256083355406
2025-02-15,114.92917177332274,94.24331808308057,77.82115553027946,113.68572146819871
2025-02-16,114.52487910134792,93.91179317695203,77.54739976905672,113.28580294978795
2025-02-17,114.3954317907245,93.80564480851044,77.45974805158964,113.15775616520511
2025-02-18,114.22383864303842,93.66493634129768,77.34355842951226,112.98801953095732
2025-02-19,116.01519903763597,95.13387364298174,78.55652928562972,114.75999870497458
2025-02-20,113.50970503569422,93.07933810133561,76.86000232561774,112.28161233143676
2025-02-21,113.94521786719679,93.43646391782988,77.15489796675783,112.71241322988645
2025-02-22,113.59942046655574,93.15290584533987,76.92075068385276,112.3703571063877
2025-02-23,108.0466466168435,88.59956378181242,73.16084124819433,106.87766024349416
2025-02-24,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-02-25,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-02-26,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-02-27,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-02-28,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-01,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-02,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-03,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-04,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-05,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-06,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-07,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-08,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-09,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-10,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-11,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-12,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-13,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-14,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-15,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-16,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-17,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-18,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-19,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-20,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-21,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-22,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-23,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-24,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-25,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-26,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-27,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-28,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-29,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-30,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-03-31,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-01,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-02,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-03,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-04,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-05,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-06,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-07,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-08,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-09,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-10,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-11,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-12,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-13,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-14,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-15,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-16,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-17,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-18,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-19,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-20,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-21,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-22,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-23,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-24,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-25,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-26,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-27,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-28,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-29,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-04-30,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-01,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-02,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-03,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-04,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-05,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-06,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-07,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-08,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-09,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-10,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-11,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-12,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-13,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-14,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-15,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-16,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-17,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-18,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-19,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-20,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-21,107.88457664691825,88.46666443613971,73.05109998632204,106.71734375312893
2025-05-22,104.946452231411,86.0573666957501,71.06162913589715,103.81100771340638
2025-05-23,104.78903255306389,85.92828064570648,70.9550366921933,103.65529120183628
2025-05-24,105.40720255623624,86.43518756358887,71.37361365762999,104.26677305380034
2025-05-25,105.50737174437745,86.517327515652,71.44144049262236,104.36585848395707
2025-05-26,105.02857454509838,86.12470799135974,71.1172360218371,103.89224152320534
2025-05-27,103.91368530730223,85.21048526231877,70.36231916796217,102.78941457857226
2025-05-28,103.75781477934129,85.08266953442529,70.25677568921023,102.6352304567044
2025-05-29,103.75781477934129,85.08266953442529,70.25677568921023,102.6352304567044
2025-05-30,103.75781477934129,85.08266953442529,70.25677568921023,102.6352304567044
2025-05-31,103.75781477934129,85.08266953442529,70.25677568921023,102.6352304567044
2025-06-01,103.75781477934129,85.08266953442529,70.25677568921023,102.6352304567044
2025-06-02,103.75781477934129,85.08266953442529,70.25677568921023,102.6352304567044
2025-06-03,103.75781477934129,85.08266953442529,70.25677568921023,102.6352304567044
2025-06-04,103.75781477934129,85.08266953442529,70.25677568921023,102.6352304567044
2025-06-05,103.75781477934129,85.08266953442529,70.25677568921023,102.6352304567044
